rank,artist_names,track_name,source,peak_rank,popularity_float,days_on_chart,daysonchart_float,streams,streams_float,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_genre,date
,Black Rebel Motorcycle Club,Beat the Devils Tattoo,Universal Music Group,57,,1286,12.9,165123,0.17,0.5,0.909,4,-2.815,1,0.0378,0.451,0.0135,0.0923,0.683,96.528,226760,4,"alternative rock, blues rock, dance-punk, garage rock, garage rock revival, indie rock, modern alternative rock, modern blues rock, modern rock, permanent wave, rock",2013-12-29
,Deep Sea Diver,Impossible Weight,Atlantic Records,47,,563,5.6,294344,0.29,0.6,0.62,8,-5.787,1,0.0461,0.0107,0.000903,0.106,0.667,124.169,202493,4,"indie surf, seattle indie",2008-07-12
,Froth,Passing Thing,Warner Music Group,29,,540,5.4,270967,0.27,0.4,0.926,9,-4.471,1,0.0722,0.0072,0.901,0.109,0.348,166.761,291740,4,"indie garage rock, neo-psychedelic",2016-12-08
,Electric Enemy,Where Do We Go From Here?,Warner Music Group,0,,854,8.5,192267,0.19,0.4,0.407,1,-5.505,0,0.0379,0.0397,3.02E-05,0.108,0.219,75.525,188550,4,,2019-10-20
,Busty and the Bass,Time Dont Make Me A Stranger - Instrumental,Sony Music Entertainment,38,,1200,12.0,118590,0.12,0.7,0.272,5,-10.492,1,0.0255,0.324,0.431,0.658,0.337,62.997,216828,3,retro soul,2010-01-12
,Nana Adjoa,No Room,EMI,49,,598,6.0,258800,0.26,0.6,0.439,9,-12.044,1,0.0369,0.458,0.0503,0.105,0.307,145.425,209839,3,"dutch indie, dutch pop, modern alternative pop",2004-11-03
,Pixies,Hey,Sony Music Entertainment,67,,644,6.4,294020,0.29,0.6,0.372,7,-12.37,1,0.0318,0.00105,0.00929,0.316,0.306,99.887,210907,4,"alternative rock, art rock, boston rock, modern rock, permanent wave, rock",2005-02-19
,French Cassettes,City Kitty,Sony Music Entertainment,46,,56,0.6,141077,0.14,0.6,0.528,0,-10.335,1,0.0296,0.419,0.000591,0.126,0.731,86.017,216000,4,,2003-06-21
,REYN,Un Dimanche Orageux,Atlantic Records,29,,590,5.9,117236,0.12,0.4,0.0163,3,-20.892,1,0.0608,0.984,0.942,0.111,0.193,72.217,117500,3,,2019-11-06
,Mito,Replace,Warner Music Group,28,,495,5.0,124836,0.12,0.7,0.437,0,-9.972,1,0.041,0.331,0.4,0.134,0.346,84.006,139500,4,,2006-01-22
,Jamie T,Zombie,Warner Music Group,59,,608,6.1,168519,0.17,0.5,0.914,4,-4.337,1,0.063,0.0113,0.0,0.485,0.699,145.09,246187,4,"indie rock, modern alternative rock, modern rock, new rave, rock",2008-03-24
,Social State,Aerial,Universal Music Group,30,,768,7.7,285082,0.29,0.6,0.853,8,-7.546,0,0.044,0.0581,0.803,0.334,0.188,160.003,254453,4,,2012-10-06
,Pond,Waiting Around For Grace,EMI,48,,1104,11.0,103320,0.10,0.3,0.879,1,-5.084,0,0.0721,0.000284,2.33E-05,0.174,0.382,122.315,309524,4,"indie rock, neo-psychedelic",2007-02-13
,DijahSB,New Harrison,Universal Music Group,46,,775,7.8,252562,0.25,0.7,0.484,1,-7.398,1,0.4,0.82,0.0,0.102,0.32,82.629,230511,4,indie hip hop,2005-07-02
,Jon Hopkins,Modern Driveway,BMG Rights Management,51,,694,6.9,111552,0.11,0.1,0.0372,10,-28.639,0,0.0392,0.859,0.88,0.106,0.0466,82.023,247120,4,"ambient, compositional ambient, electronica, intelligent dance music",2006-03-27
,The Killers,Somebody Told Me,Sony Music Entertainment,74,,83,0.8,126660,0.13,0.5,0.97,10,-4.851,0,0.0836,9.04E-05,0.000674,0.101,0.689,138.081,197200,4,"dance rock, modern rock, permanent wave, rock",2003-06-01
,Boys Noize,& Down,BMG Rights Management,40,,727,7.3,290982,0.29,0.6,0.629,1,-4.109,0,0.33,0.0473,0.227,0.314,0.262,123.003,258133,4,"alternative dance, dance-punk, electro house, filter house, german dance, german techno, new rave",2000-11-18
,Annie Taylor,Where The Grass Is Greener,Sony Music Entertainment,25,,481,4.8,205325,0.21,0.6,0.728,9,-8.276,1,0.0263,0.0553,0.466,0.129,0.868,110.005,221389,4,"swiss alternative rock, swiss indie, swiss pop",2014-10-15
,Caylee Hammack,Small Town Hypocrite,Atlantic Records,67,,226,2.3,155404,0.16,0.4,0.503,3,-6.859,1,0.0424,0.442,0.0,0.0867,0.193,73.104,241899,4,"contemporary country, country pop",2014-07-30
,Plague Vendor,Night Sweats - Edit,EMI,32,,126,1.3,297111,0.30,0.5,0.685,11,-5.732,0,0.0949,0.0113,0.000688,0.0875,0.628,163.171,166995,4,"indie punk, modern alternative rock",2016-03-20
,Casper The Ghost,Again,EMI,54,,538,5.4,237014,0.24,0.6,0.73,5,-7.617,1,0.0358,0.00479,0.0,0.104,0.635,148.052,158973,4,,2008-02-07
,Japanese Breakfast,Dreams - Recorded at Spotify Studios NYC,Atlantic Records,48,,1119,11.2,221489,0.22,0.5,0.551,4,-9.131,1,0.0341,0.000297,0.0124,0.0789,0.575,128.055,279232,4,"art pop, bubblegrunge, eugene indie, indie pop, indie rock, philly indie",2014-04-23
,Courtney Barnett,"Nameless, Faceless",EMI,38,,946,9.5,137541,0.14,0.6,0.873,5,-5.146,0,0.033,5.99E-05,1.1E-05,0.067,0.508,121.965,194867,4,"australian indie, indie pop, indie rock, melbourne indie",2014-01-28
,POORSTACY,Public Enemy,Atlantic Records,0,,410,4.1,182993,0.18,0.5,0.967,3,-3.837,0,0.489,0.00248,2.62E-06,0.328,0.477,179.924,149500,4,"emo rap, melodic rap",2000-09-10
,Jordan Rakei,Wind Parade,Sony Music Entertainment,54,,1125,11.3,283632,0.28,0.7,0.573,5,-10.629,0,0.0352,0.344,0.297,0.0783,0.711,96.01,288640,4,"alternative r&b, chill r&b, indie jazz, indie r&b, indie soul, neo r&b",2019-07-07
,Rosie Frater-Taylor,Better Days,Universal Music Group,36,,129,1.3,243133,0.24,0.6,0.502,7,-12.373,1,0.0366,0.679,0.00251,0.143,0.418,107.783,271441,4,,2013-05-09
,José González,Visions,EMI,57,,950,9.5,239826,0.24,0.5,0.243,2,-11.832,1,0.0319,0.872,0.00598,0.0999,0.204,97.526,235773,4,"gothenburg indie, indie folk, neo mellow, stomp and holler, swedish indie folk, swedish indie pop, swedish singer-songwriter",2011-03-07
,Lake Street Dive,Hypotheticals - Edit,EMI,53,,337,3.4,231176,0.23,0.7,0.691,1,-6.121,1,0.0417,0.00544,0.0914,0.23,0.715,164.101,190648,4,"boston rock, indie folk, new americana, stomp and holler",2012-12-13
,King Gizzard & The Lizard Wizard,Rattlesnake,Sony Music Entertainment,39,,1324,13.2,140389,0.14,0.6,0.963,11,-5.918,1,0.0388,0.0311,0.849,0.396,0.814,170.593,468093,4,"australian indie, australian psych, double drumming, neo-psychedelic",2000-12-18
,Laura Marling,Held Down,BMG Rights Management,57,,969,9.7,181680,0.18,0.5,0.493,7,-7.87,1,0.0346,0.178,2.2E-06,0.353,0.412,79.712,247920,4,"art pop, british folk, british singer-songwriter, chamber pop, indie folk, indie pop, new americana, singer-songwriter, stomp and holler",2003-04-14
,Hiss Golden Messenger,I Need a Teacher,Warner Music Group,48,,474,4.7,200036,0.20,0.5,0.764,9,-7.569,1,0.0407,0.369,0.00193,0.319,0.683,85.981,197597,4,"alternative country, deep new americana, funk, indie folk, indie rock, modern folk rock, new americana, north carolina indie, north carolina roots, roots rock, soul, stomp and holler",2016-05-31
,Durand Jones & The Indications,Witchoo,EMI,52,,610,6.1,150355,0.15,0.8,0.591,11,-11.184,0,0.0797,0.198,0.00179,0.0597,0.762,118.015,222901,4,"funk, soul",2011-07-11
,Ramones,Sheena Is a Punk Rocker - 2001 Remaster,Warner Music Group,17,,747,7.5,252921,0.25,0.5,0.866,0,-6.013,1,0.0309,0.213,0.0,0.0921,0.792,176.268,167840,4,"classic rock, early us punk, permanent wave, punk, rock, skate punk",2015-07-22
,Dead Pony,Sharp Tongues,Sony Music Entertainment,37,,1432,14.3,285807,0.29,0.5,0.89,1,-6.592,1,0.0687,3.43E-05,0.00133,0.319,0.661,160.084,163875,4,scottish indie rock,2008-12-19
,Herman Brood & His Wild Romance,Hot Shot,Warner Music Group,21,,204,2.0,198939,0.20,0.5,0.923,2,-7.518,1,0.102,0.0473,0.0882,0.325,0.529,185.989,210200,4,"dutch indie, dutch rock, nederpop",2014-04-26
,David Miner,Silver Valley,EMI,38,,908,9.1,158936,0.16,0.5,0.255,1,-12.156,1,0.0339,0.788,0.017,0.17,0.382,87.309,275687,4,,2000-11-14
,Pretty Vicious,Cave Song,Warner Music Group,49,,1289,12.9,275774,0.28,0.5,0.922,9,-3.822,1,0.0837,0.000364,3.07E-06,0.286,0.456,104.872,141009,4,"modern alternative rock, welsh indie",2019-07-23
,Silent Child,Fuck You,Universal Music Group,64,,1335,13.4,262566,0.26,0.6,0.557,10,-5.931,0,0.0381,0.155,2.87E-05,0.48,0.355,143.912,183333,4,,2012-09-02
,The Band,The Weight - Remastered,Sony Music Entertainment,73,,325,3.3,183122,0.18,0.6,0.551,9,-9.28,1,0.0549,0.373,5.75E-05,0.103,0.518,143.868,274493,4,"album rock, blues rock, classic canadian rock, classic rock, cosmic american, country rock, folk, folk rock, heartland rock, jam band, mellow gold, rock, roots rock, soft rock, swamp rock",2002-09-26
,The Slits,I Heard It Through The Grapevine,EMI,52,,41,0.4,202391,0.20,0.7,0.665,11,-8.213,0,0.198,0.000486,0.539,0.0728,0.885,129.924,238720,4,"alternative rock, dance-punk, experimental, no wave, post-punk, punk, riot grrrl, uk post-punk",2017-07-15
,Peter Broderick,Earnest Leslye,Atlantic Records,39,,707,7.1,252955,0.25,0.3,0.0667,2,-20.758,1,0.0399,0.975,0.918,0.0996,0.0391,126.037,229000,4,"compositional ambient, neo-classical",2008-08-28
,Balmorhea,The Myth,Sony Music Entertainment,43,,930,9.3,298096,0.30,0.5,0.163,7,-19.696,0,0.0295,0.895,0.929,0.105,0.141,98.417,221797,4,"bow pop, compositional ambient, melancholia, neoclassical darkwave, post-rock",2021-09-05
,The Highwomen,Loose Change,Warner Music Group,47,,1268,12.7,124346,0.12,0.6,0.709,11,-5.24,1,0.0547,0.282,0.0,0.165,0.451,93.297,142840,4,"contemporary country, indie folk, new americana",2013-02-01
,Jeris Johnson,One Night,Warner Music Group,54,,1126,11.3,152909,0.15,0.6,0.778,1,-7.207,1,0.0642,0.00921,0.0,0.103,0.961,160.039,163492,4,,2006-02-10
,PVRIS,Use Me (feat. 070 Shake),Warner Music Group,56,,776,7.8,159962,0.16,0.3,0.618,10,-6.71,0,0.053,0.0353,0.0118,0.113,0.226,79.175,203027,4,"electropop, modern alternative rock, modern rock, pixie, pop, pop emo, pop punk, rock",2003-11-05
,The Velvet Underground,Heroin,Atlantic Records,58,,1287,12.9,290628,0.29,0.2,0.777,1,-10.167,1,0.0705,0.304,0.78,0.0981,0.235,145.733,433573,4,"art rock, classic rock, folk rock, melancholia, permanent wave, protopunk, psychedelic rock, rock",2016-11-23
,Ty Segall,Taste,EMI,33,,943,9.4,114206,0.11,0.3,0.883,6,-7.931,1,0.171,0.00185,0.00043,0.214,0.255,111.604,216467,4,"alternative rock, australian garage punk, bay area indie, blues rock, freak folk, garage pop, garage psych, garage rock, indie garage rock, indie rock, modern rock, neo-psychedelic, noise pop, nu gaze, oc indie, punk blues",2002-08-20
,The Vines,Ride,Universal Music Group,44,,1490,14.9,246076,0.25,0.6,0.938,9,-3.075,1,0.0426,0.00189,0.000158,0.0424,0.657,125.925,156213,4,"alternative rock, dance-punk, garage rock, modern rock, new rave, punk blues, rock",2002-06-20
,The Hives,Walk Idiot Walk,Warner Music Group,58,,733,7.3,135139,0.14,0.6,0.947,9,-3.934,1,0.103,0.00386,0.00575,0.582,0.684,146.318,211813,4,"alternative rock, dance-punk, garage rock, garage rock revival, modern rock, new rave, rock, swedish garage rock, swedish hard rock, swedish indie rock",2014-05-24
,Calvin Harris,Acceptable in the 80s - Tom Neville Remix,EMI,10,,711,7.1,182736,0.18,0.8,0.838,6,-5.51,0,0.077,0.000951,0.408,0.0406,0.781,125.985,431973,4,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",2018-08-30
,Margaret Glaspy,Devotion,BMG Rights Management,29,,1375,13.8,241409,0.24,0.5,0.3,0,-11.227,1,0.06,0.47,0.00307,0.0951,0.403,76.71,237187,4,indie pop,2013-10-27
,Family Jools,Georgia,Sony Music Entertainment,40,,340,3.4,260705,0.26,0.7,0.664,6,-7.132,1,0.0498,0.284,0.000244,0.0627,0.674,74.931,211000,4,,2002-03-24
,Stephen Malkmus,Xian Man,BMG Rights Management,28,,631,6.3,104056,0.10,0.6,0.722,6,-4.396,1,0.0269,0.0357,0.249,0.307,0.721,118.808,246907,4,"alternative rock, anti-folk, freak folk, garage psych, gbvfi, indie rock, lo-fi",2001-02-17
,Tyler Ramsey,A Dream Of Home,Warner Music Group,37,,766,7.7,185229,0.19,0.7,0.761,7,-6.598,1,0.0251,0.0705,0.0287,0.162,0.414,106.692,362493,4,"asheville indie, stomp and holler",2016-01-20
,Hundredth,Youth,Sony Music Entertainment,43,,175,1.8,154770,0.15,0.4,0.978,8,-4.568,0,0.0846,2.93E-05,0.465,0.0763,0.356,89.986,210480,4,"melodic hardcore, modern alternative rock, screamocore",2010-08-29
,The Hellacopters,Toys And Flavors,Sony Music Entertainment,38,,991,9.9,100396,0.10,0.3,0.942,10,-5.213,0,0.124,0.00198,9.58E-06,0.247,0.595,151.849,212493,4,"action rock, ""punk n roll"", swedish alternative rock, swedish garage rock",2004-07-08
,Bartholomew Kind,Memento,Sony Music Entertainment,30,,397,4.0,127843,0.13,0.5,0.893,11,-6.149,0,0.0647,0.0609,0.0535,0.114,0.244,170.009,236727,4,,2006-04-16
,Lucia & The Best Boys,Blueheart,Sony Music Entertainment,29,,511,5.1,154963,0.15,0.3,0.726,0,-4.73,1,0.0449,0.000363,0.000142,0.383,0.661,182.587,169164,4,"indie surf, scottish indie rock",2010-09-20
,Elder Island,Feral - letherette Remix,Warner Music Group,46,,775,7.8,254575,0.25,0.5,0.405,8,-10.547,1,0.132,0.487,0.717,0.108,0.153,92.714,239556,4,"electronica, indie soul, vapor soul",2020-05-24
,Thieves Like Us,Drugs in My Body - Designer Drugs Remix,Sony Music Entertainment,19,,699,7.0,236187,0.24,0.8,0.624,7,-3.366,1,0.0519,0.000117,0.0566,0.305,0.71,125.854,279360,4,"alternative dance, chillwave, dance-punk, new rave",2008-01-19
,Franz Ferdinand,Take Me Out,Atlantic Records,78,,779,7.8,287247,0.29,0.3,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027,4,"alternative rock, dance rock, dance-punk, indie rock, modern rock, new rave, rock, scottish rock",2001-12-22
,Rage Against The Machine,Killing In The Name,EMI,79,,593,5.9,299090,0.30,0.5,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,313573,4,"alternative metal, alternative rock, conscious hip hop, funk metal, nu metal, political hip hop, rap metal, rap rock, rock",2018-05-23
,The Orphan The Poet,The Moxie,EMI,45,,580,5.8,198702,0.20,0.7,0.782,0,-5.456,1,0.0817,0.00166,1.85E-05,0.341,0.883,135.082,163333,4,"dayton indie, progressive post-hardcore",2013-03-03
,Julien Baker,Favor,Universal Music Group,50,,988,9.9,171068,0.17,0.5,0.582,5,-8.938,1,0.0268,0.715,0.301,0.0971,0.271,104.003,278213,4,"ambient folk, art pop, indie folk, indie pop, indie rock",2013-08-13
,Built To Spill,Carry the Zero,BMG Rights Management,57,,381,3.8,110358,0.11,0.3,0.812,4,-5.651,1,0.031,1.35E-05,0.108,0.0962,0.458,94.095,343893,4,"alternative rock, anti-folk, dream pop, freak folk, idaho indie, indie pop, indie rock, lo-fi, modern rock, stomp and holler",2021-12-25
,L.A. WITCH,Fire Starter,Sony Music Entertainment,37,,1454,14.5,239934,0.24,0.2,0.833,9,-3.529,1,0.0339,2.7E-05,0.854,0.318,0.665,155.117,201213,4,"la indie, neo-psychedelic",2013-07-23
,The Struts,Body Talks,Universal Music Group,57,,833,8.3,284471,0.28,0.5,0.92,10,-3.438,0,0.274,0.00592,0.0,0.34,0.843,185.703,177160,4,"glam rock, modern alternative rock, modern rock",2010-03-31
,DREAMERS,Palm Reader,Warner Music Group,60,,12,0.1,274648,0.27,0.8,0.774,9,-3.923,0,0.0341,0.012,4.53E-06,0.0616,0.909,105.997,180667,4,"indie poptimism, modern alternative rock, modern rock, pop rock, rock",2014-10-19
,The Sounds,No One Sleeps When Im Awake,Universal Music Group,42,,825,8.3,263064,0.26,0.5,0.851,6,-4.117,1,0.0438,0.00156,1.52E-05,0.147,0.519,131.968,264307,4,"dance-punk, metropopolis, swedish alternative rock, swedish indie rock",2012-09-10
,The Subways,Rock & Roll Queen,EMI,61,,112,1.1,288283,0.29,0.4,0.764,10,-6.258,0,0.0419,0.000316,0.00131,0.111,0.325,141.423,169947,4,"dance-punk, garage rock, garage rock revival, modern rock, new rave",2001-12-26
,PJ Harvey,Rid Of Me,Sony Music Entertainment,51,,775,7.8,138484,0.14,0.7,0.0885,9,-20.682,0,0.0521,0.00485,0.00694,0.155,0.544,125.383,268827,4,"alternative rock, art pop, art rock, lilith, melancholia, permanent wave, piano rock, rock, singer-songwriter",2018-05-12
,The Velvet Underground,Sweet Jane,Atlantic Records,63,,1075,10.8,149709,0.15,0.6,0.637,2,-7.369,1,0.0286,0.015,0.0,0.374,0.936,105.205,246307,4,"art rock, classic rock, folk rock, melancholia, permanent wave, protopunk, psychedelic rock, rock",2020-09-12
,Steppenwolf,Magic Carpet Ride,EMI,71,,927,9.3,247002,0.25,0.6,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4,"acid rock, album rock, blues rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, psychedelic rock, rock, roots rock",2020-05-06
,Glass Animals,Heat Waves,EMI,84,,276,2.8,239355,0.24,0.8,0.525,11,-6.9,1,0.0944,0.44,6.7E-06,0.0921,0.531,80.87,238805,4,"gauze pop, indietronica, shiver pop",2004-08-15
,Lorenzo_BITW,Pantea,Warner Music Group,31,,1395,14.0,150333,0.15,0.8,0.695,7,-9.499,1,0.0532,0.00412,0.904,0.14,0.355,109.996,226909,4,batida,2007-03-24
,Peter Broderick,Eyes Closed And Traveling,Universal Music Group,52,,187,1.9,106741,0.11,0.4,0.0939,6,-20.98,1,0.0402,0.984,0.826,0.0903,0.0384,84.241,219550,4,"compositional ambient, neo-classical",2021-09-11
,Sarah Palu,Ikivirta,BMG Rights Management,38,,1203,12.0,177853,0.18,0.6,0.375,5,-11.889,0,0.0319,0.742,0.513,0.109,0.117,151.983,387547,4,kantele,2019-12-24
,Ell Murphy,Arms Around,EMI,32,,446,4.5,261932,0.26,0.8,0.825,11,-6.73,0,0.105,0.00588,0.581,0.0659,0.725,133.015,306569,4,,2020-01-24
,Blondes,Minimum Wage,Warner Music Group,33,,1396,14.0,223690,0.22,0.6,0.913,9,-3.237,1,0.0335,0.000905,0.00945,0.123,0.713,144.017,196513,4,,2000-10-01
,Royal & the Serpent,phuck u,Sony Music Entertainment,0,,1410,14.1,163673,0.16,0.6,0.804,7,-6.094,1,0.0619,0.000968,0.635,0.284,0.635,159.953,161037,4,"alt z, indie electropop, modern alternative pop, social media pop",2004-12-11
,Slow Pulp,Idaho,Warner Music Group,53,,708,7.1,153624,0.15,0.5,0.608,9,-6.708,1,0.0311,0.119,0.00094,0.338,0.368,141.023,245843,4,"bubblegrunge, chicago indie, indie garage rock, indie pop, indie rock",2002-09-18
,Brothers Osborne,Younger Me,Atlantic Records,0,,236,2.4,274488,0.27,0.6,0.683,4,-6.914,1,0.0362,0.0361,1.75E-06,0.334,0.24,87.053,206853,4,"contemporary country, country, country road, modern country rock, modern southern rock",2005-07-06
,Gurr,She Says,EMI,36,,116,1.2,152306,0.15,0.6,0.768,6,-5.667,1,0.0294,0.353,0.0814,0.108,0.519,119.978,212638,4,"german indie, german indie rock",2000-05-09
,Nick Leng,One More Time,EMI,43,,1166,11.7,218334,0.22,0.7,0.757,0,-6.818,1,0.0285,0.155,2.68E-05,0.414,0.77,112.029,199440,4,vapor soul,2009-12-30
,Sub Urban,PATCHWERK (with Two Feet),Sony Music Entertainment,68,,239,2.4,263411,0.26,0.8,0.464,8,-8.965,1,0.058,0.192,8.39E-06,0.293,0.773,97.506,141591,4,modern indie pop,2006-05-19
,Anderson East,Madelyn,Warner Music Group,57,,693,6.9,141058,0.14,0.7,0.638,4,-4.083,0,0.0373,0.0413,0.0,0.21,0.675,89.998,195413,4,"indie folk, modern blues, new americana",2001-02-15
,Mott The Hoople,All the Young Dudes,Universal Music Group,64,,1401,14.0,217768,0.22,0.4,0.668,4,-7.539,0,0.044,0.208,0.0,0.538,0.398,77.737,211067,4,"album rock, art rock, blues rock, classic rock, classic uk pop, folk rock, glam rock, hard rock, power pop, protopunk, pub rock",2021-05-07
,Lauren Ruth Ward,Same Soul,Warner Music Group,21,,1075,10.8,289061,0.29,0.8,0.727,5,-6.212,1,0.105,0.052,4.85E-05,0.363,0.804,90.03,198667,4,baltimore indie,2010-05-02
,Coldplay,Higher Power,Warner Music Group,85,,1021,10.2,183898,0.18,0.5,0.828,10,-6.023,1,0.0449,0.00711,2.44E-05,0.261,0.489,178.032,211295,4,"permanent wave, pop",2018-04-19
,Becca Mancari,Hunter,Universal Music Group,44,,1409,14.1,189354,0.19,0.7,0.677,0,-6.301,1,0.0332,0.302,0.00924,0.162,0.884,149.959,169258,4,"indie folk, nashville indie, nashville singer-songwriter",2019-12-26
,Woods,Midnight Moment,Atlantic Records,21,,150,1.5,124404,0.12,0.7,0.673,0,-8.209,1,0.0277,0.23,0.114,0.26,0.964,119.988,177409,4,"alternative country, brooklyn indie, freak folk, garage psych, indie folk, indie rock, modern folk rock, neo-psychedelic, stomp and holler",2009-09-02
,Sofía Valdés,Handful of Water,Atlantic Records,53,,248,2.5,131196,0.13,0.6,0.503,1,-7.857,0,0.0648,0.327,0.0,0.14,0.753,209.06,151747,4,,2001-01-10
,Menahan Street Band,Queens Highway,EMI,50,,1266,12.7,254468,0.25,0.8,0.399,1,-8.984,1,0.0858,0.0751,0.835,0.103,0.321,137.305,67720,4,"afrobeat, brass band, funk, indie jazz, instrumental funk, soul",2009-01-14
,Eric Church,Bunch Of Nothing,Atlantic Records,60,,593,5.9,155029,0.16,0.5,0.889,3,-4.924,1,0.0599,0.457,0.000366,0.217,0.791,171.917,209413,4,"contemporary country, country, country road",2014-07-09
,CSS,Lets Make Love And Listen To Death From Above - Spank Rock Remix,Atlantic Records,27,,809,8.1,248306,0.25,0.8,0.73,10,-6.853,1,0.0556,0.00923,0.605,0.116,0.849,120.0,270120,4,"alternative dance, dance-punk, electroclash, electronica, new rave",2019-05-30
,Broken Bells,Holding on for Life,Warner Music Group,55,,1044,10.4,111784,0.11,0.3,0.587,11,-7.273,0,0.0537,0.00648,0.0995,0.207,0.484,168.847,236867,4,"alternative dance, indie pop, indie rock, indietronica, la indie, modern alternative rock, modern rock, new rave, rock, shimmer pop",2010-12-03
,Attawalpa,Done Hanging On - Joel Wolf Alice Remix,EMI,25,,1095,11.0,179083,0.18,0.5,0.726,5,-4.603,1,0.0908,0.0426,0.886,0.0649,0.36,130.034,285074,4,,2017-05-11
,Flying Lotus,Black Gold,Universal Music Group,62,,222,2.2,182914,0.18,0.4,0.918,8,-5.274,1,0.367,0.0149,0.77,0.397,0.525,86.063,95973,4,"afrofuturism, alternative hip hop, electronica, escape room, experimental hip hop, glitch, glitch hop, hip hop, intelligent dance music, jazztronica, psychedelic hip hop, wonky",2004-09-20
,Hole,Celebrity Skin,Warner Music Group,67,,170,1.7,231873,0.23,0.4,0.905,9,-6.161,1,0.0419,9.44E-06,5.4E-05,0.363,0.723,134.163,162667,4,"alternative rock, grunge, lilith, pop rock, rock",2009-05-22
